"","X","Case.No.","Claimant.s.","Respondent.s.","Status","claimants","outcome","registered","bit","instrument","claim_id","reg_year","out_year","bit_claim","nafta_claim","other_claim","claimants_nat","resp_state_comp","respondents_nat","host","source"
"248",285,"ARB/07/28","E.T.I. Euro Telecom International N.V.","Plurinational State of Bolivia","Concluded","E.T.I. Euro Telecom International N.V. (Dutch)","Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance of the proceeding issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on October 21, 2009).","October 31, 2007","BIT Bolivia - Netherlands 1992","",254,2007,2009,1,0,0,"Dutch",0,"Plurinational State of Bolivia","BOL","NLD"
"249",286,"ARB/07/27","Venezuela Holdings B.V. and others","Bolivarian Republic of Venezuela","Pending","Mobil Cerro Negro,  Ltd. (Bahamian), Mobil Cerro Negro Holding,  Ltd. (U.S.), Mobil Corporation (U.S.), Mobil Venezolana de Petróleos Holdings,  Inc. (U.S.), Mobil Venezolana de Petróleos,  Inc. (Bahamian), Venezuela Holdings,  B.V. (Dutch)","Award rendered on October 9, 2014. ","October 10, 2007","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991, ","Investment Law - Venezuela (1999)",253,2007,2014,1,0,0,"U.S.",0,"Bolivarian Republic of Venezuela","VEN","USA"
"250",286,"ARB/07/27","Venezuela Holdings B.V. and others","Bolivarian Republic of Venezuela","Pending","Mobil Cerro Negro,  Ltd. (Bahamian), Mobil Cerro Negro Holding,  Ltd. (U.S.), Mobil Corporation (U.S.), Mobil Venezolana de Petróleos Holdings,  Inc. (U.S.), Mobil Venezolana de Petróleos,  Inc. (Bahamian), Venezuela Holdings,  B.V. (Dutch)","Award rendered on October 9, 2014. ","October 10, 2007","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991, ","Investment Law - Venezuela (1999)",253,2007,2014,1,0,0,"Dutch",0,"Bolivarian Republic of Venezuela","VEN","NLD"
"251",287,"ARB/07/26","Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa","Argentine Republic","Pending","Consorcio de Aguas Bilbao Bizkaia,  Bilbao Biskaia Ur Partzuergoa (Spanish), Urbaser S.A.  (Spanish)","","October 1, 2007","BIT Spain - Argentina 1991","",252,2007,NA,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"252",288,"ARB/07/24","Gustav F W Hamester GmbH & Co KG","Republic of Ghana","Concluded","Gustav F W Hamester GmbH & Co KG (German)","Award rendered on June 18, 2010.","September 24, 2007","BIT Ghana - Germany 1995","",251,2007,2010,1,0,0,"German",0,"Republic of Ghana","GHA","DEU"
"253",289,"ARB/07/25","Trans-Global Petroleum, Inc.","Hashemite Kingdom of Jordan","Concluded","Trans-Global Petroleum,  Inc. (U.S.)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on April 8, 2009, pursuant to ICSID Arbitration Rule 43(2)).","September 24, 2007","BIT Jordan - United States of America 1997","",250,2007,2009,1,0,0,"U.S.",0,"Hashemite Kingdom of Jordan","JOR","USA"
"254",290,"ARB/07/23","Railroad Development Corporation","Republic of Guatemala","Concluded","Railroad Development Corporation  (U.S.)","Award rendered on June 29, 2012. ","August 20, 2007","","CAFTA-DR (Dominican Republic-Central America Free Trade Agreement)",249,2007,2012,0,0,1,"U.S.",0,"Republic of Guatemala","GTM","USA"
"255",291,"ARB/07/22","AES Summit Generation Limited and AES-Tisza Erömü Kft.","Hungary","Concluded","AES Summit Generation Limited (British), AES-Tisza Erömü Kft. (Hungarian)","Award rendered on September 23, 2010.","August 13, 2007","","ECT (Energy Charter Treaty)",248,2007,2010,0,0,1,"British",0,"Hungary","HUN","GBR"
"256",292,"ARB/07/19","Electrabel S.A.","Hungary","Pending","Electrabel S.A.  (Belgian)","","August 13, 2007","","ECT (Energy Charter Treaty)",247,2007,NA,0,0,1,"Belgian",0,"Hungary","HUN","BEL"
"257",293,"ARB/07/21","Pantechniki S.A. Contractors & Engineers","Republic of Albania","Concluded","Pantechniki S.A. Contractors & Engineers  (Greek)","Award rendered on July 30, 2009.","August 13, 2007","BIT Greece - Albania 1991, ","Investment Law - Albania (1993)",246,2007,2009,1,0,0,"Greek",0,"Republic of Albania","ALB","GRC"
"258",294,"ARB/07/20","Saba Fakes","Republic of Turkey","Concluded","Saba Fakes  (Dutch)","Award rendered on July 14, 2010.","August 13, 2007","BIT Netherlands - Turkey 1986","",245,2007,2010,1,0,0,"Dutch",0,"Republic of Turkey","TUR","NLD"
"259",297,"ARB/07/16","Alpha Projektholding GmbH","Ukraine","Concluded","Alpha Projektholding GmbH  (Austrian)","Award rendered on November 8, 2010.","July 25, 2007","BIT Ukraine - Austria 1996","",242,2007,2010,1,0,0,"Austrian",0,"Ukraine","UKR","AUT"
"260",298,"ARB/07/17","Impregilo S.p.A.","Argentine Republic","Concluded","Impregilo S.p.A.  (Italian)","Award rendered on June 21, 2011; attached to the award are two concurring and dissenting opinions by two members of the Tribunal.
","July 25, 2007","BIT Argentina - Italy 1990","",241,2007,2011,1,0,0,"Italian",0,"Argentine Republic","ARG","ITA"
"261",299,"ARB/07/14","Liman Caspian Oil BV and NCL Dutch Investment BV","Republic of Kazakhstan","Concluded","Liman Caspian Oil BV  (Dutch), NCL Dutch Investment BV (Dutch)","Award rendered on June 22, 2010.","July 16, 2007","","ECT (Energy Charter Treaty)",240,2007,2010,0,0,1,"Dutch",0,"Republic of Kazakhstan","KAZ","NLD"
"262",300,"ARB/07/15","Ron Fuchs","Georgia","Concluded","Ron Fuchs  (Israeli)","Award rendered on March 3, 2010.","July 16, 2007","BIT Georgia - Israel 1995","",239,2007,2010,1,0,0,"Israeli",0,"Georgia","GEO","ISR"
"263",301,"ARB/07/13","S&T Oil Equipment & Machinery Ltd.","Romania","Concluded","S&T Oil Equipment & Machinery Ltd.  (U.S.)","The Tribunal issues an order taking note of the discontinuance of the proceeding on July 16, 2010 for lack of payment of advances pursuant to Regulation 14(3)(d) of the ICSID Administrative and Financial Regulations.","July 16, 2007","BIT Romania - United States of America 1992","",238,2007,2010,1,0,0,"U.S.",0,"Romania","ROM","USA"
"264",305,"ARB/07/9","Bureau Veritas, Inspection, Valuation, Assessment and Control, BIVAC B.V.","Republic of Paraguay","Concluded","Bureau Veritas,  Inspection,  Valuation,  Assessment and Control,  BIVAC B.V. (Dutch)","Order taking note of the discontinuance issued by the Tribunal on August 7, 2014 pursuant to Arbitration Rule 43(1).","April 11, 2007","BIT Netherlands - Paraguay 1992","",234,2007,2014,1,0,0,"Dutch",0,"Republic of Paraguay","PRY","NLD"
"265",306,"ARB(AF)/07/3","Alasdair Ross Anderson and others","Republic of Costa Rica","Concluded","Alasdair Ross Anderson (Canadian), Jeannine Anderson (Canadian), Letty Anderson (Canadian), Jean-Claude Barbu (Canadian), Albert Barkhordarian (Canadian), Norman A. Barr (Canadian), Claude Beauchamp (Canadian), Warren Becker (Canadian), Michel Jean Bellefeuille (Canadian), Lance Llewellyn Ralph (Canadian), Bennett Lance (Canadian), Charles Bergeron (Canadian), Claudette Bernard (Canadian), Susan Frances Berrezueta (Canadian), Martin Eberhart Borner (Canadian), Tessa Osbourne Borner (Canadian), Andrew Leon Bowers (Canadian), Robert M. Browne (Canadian), Brian Roy Brownridge (Canadian), Andrew (Wynne) Burns (Canadian)","Award rendered on May 19, 2010.","March 27, 2007","BIT Costa Rica - Canada 1998","",233,2007,2010,1,0,0,"Canadian",0,"Republic of Costa Rica","CRI","CAN"
"266",307,"ARB/07/8","Giovanni Alemanni and others","Argentine Republic","Pending","Giovanni Alemanni  (Italian)","","March 27, 2007","BIT Argentina - Italy 1990","",232,2007,NA,1,0,0,"Italian",0,"Argentine Republic","ARG","ITA"
"267",308,"ARB(AF)/07/2","Europe Cement Investment and Trade S.A.","Republic of Turkey","Concluded","Europe Cement Investment and Trade S.A. (Polish)","Award rendered on August 13, 2009.","March 6, 2007","","ECT (Energy Charter Treaty)",231,2007,2009,0,0,1,"Polish",0,"Republic of Turkey","TUR","POL"
"268",309,"ARB/07/7","Global Gold Mining LLC","Republic of Armenia","Concluded","Global Gold Mining,  LLC  (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Acting Secretary-General on May 9, 2008 pursuant to ICSID Arbitration Rule 43(1)).","February 20, 2007","BIT United States of America - Armenia 1992","",230,2007,2008,1,0,0,"U.S.",0,"Republic of Armenia","ARM","USA"
"269",310,"ARB/07/6","Tza Yap Shum","Republic of Peru","Concluded","Tza Yap Shum  (Chinese)","Award rendered on July 7, 2011.","February 12, 2007","BIT Peru - China 1994","",229,2007,2011,1,0,0,"Chinese",0,"Republic of Peru","PER","CHN"
"270",312,"ARB/07/4","Eni Dación B.V.","Bolivarian Republic of Venezuela","Concluded","Eni Dación B.V.  (Dutch)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Acting Secretary-General pursuant to ICSID Arbitration Rule 44 on April 18, 2008).","February 6, 2007","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991, ","Investment Law - Venezuela (1999)",227,2007,2008,1,0,0,"Dutch",0,"Bolivarian Republic of Venezuela","VEN","NLD"
"271",315,"ARB/07/1","Fondel Metal Participations B.V.","Republic of Azerbaijan","Concluded","Fondel Metal Participations B.V.  (Dutch)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on January 23, 2009 pursuant to Arbitration Rule 43(1)). ","January 9, 2007","","Contract",224,2007,2009,0,0,1,"Dutch",0,"Republic of Azerbaijan","AZE","NLD"
"272",316,"ARB(AF)/07/1","Piero Foresti, Laura de Carli and others","Republic of South Africa","Concluded","Daniela Contri (Italian), Franca Contri (Italian), Ida Laura de Carli (Italian), Finstone s.à.r.l. (Luxembourg), Dora Foresti (Italian), Piero Foresti (Italian), Maria Teresa Suardo (Italian), Paola Suardo (Italian)","The Tribunal renders its award on August 4, 2010. Attached to the award is a concurring opinion by one of the arbitrators.","January 8, 2007","BIT Belgium-Luxembourg - South Africa 1998","",223,2007,2010,1,0,0,"Italian",0,"Republic of South Africa","ZAF","ITA"
"273",316,"ARB(AF)/07/1","Piero Foresti, Laura de Carli and others","Republic of South Africa","Concluded","Daniela Contri (Italian), Franca Contri (Italian), Ida Laura de Carli (Italian), Finstone s.à.r.l. (Luxembourg), Dora Foresti (Italian), Piero Foresti (Italian), Maria Teresa Suardo (Italian), Paola Suardo (Italian)","The Tribunal renders its award on August 4, 2010. Attached to the award is a concurring opinion by one of the arbitrators.","January 8, 2007","BIT Belgium-Luxembourg - South Africa 1998","",223,2007,2010,1,0,0,"Luxembourg",0,"Republic of South Africa","ZAF","LUX"
"274",318,"ARB/06/20","Newmont USA Limited and Newmont (Uzbekistan) Limited","Republic of Uzbekistan","Concluded","Newmont USA Limited (U.S.), Newmont (Uzbekistan) Limited (Cypriot)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on July 25, 2007 pursuant to Arbitration Rule 43(1)).","December 12, 2006","","Investment Law - Uzbekistan (1998)",221,2006,2007,0,0,1,"U.S.",0,"Republic of Uzbekistan","UZB","USA"
"275",320,"ARB/06/18","Joseph C. Lemire","Ukraine","Concluded","Joseph C. Lemire  (U.S.)","Award rendered on March 28, 2011; attached to the Award is a Dissenting Opinion by one of the arbitrators.","December 8, 2006","BIT Ukraine - United States of America 1994, ","Contract",219,2006,2011,1,0,0,"U.S.",0,"Ukraine","UKR","USA"
"276",321,"ARB(AF)/06/2","Cementownia ""Nowa Huta"" S.A.","Republic of Turkey","Concluded","Cementownia ""Nowa Huta"" S.A. (Polish)","Award rendered on September 17, 2009.","November 16, 2006","","ECT (Energy Charter Treaty)",218,2006,2009,0,0,1,"Polish",0,"Republic of Turkey","TUR","POL"
"277",322,"ARB/06/17","Técnicas Reunidas, S.A. and Eurocontrol, S.A.","Republic of Ecuador","Concluded","Eurocontrol,  S.A.  (Spanish), Técnicas Reunidas,  S.A. (Spanish)","Proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Acting Secretary-General on May 13, 2008, pursuant to ICSID Arbitration Rule 44).","October 31, 2006","BIT Ecuador - Spain 1996","",217,2006,2008,1,0,0,"Spanish",0,"Republic of Ecuador","ECU","ESP"
"278",323,"ARB/06/16","Barmek Holding A.S.","Republic of Azerbaijan","Concluded","Barmek Holding A.S. (Turkish)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on September 28, 2009, pursuant to ICSID Arbitration Rule 43(2)).","October 16, 2006","BIT Turkey - Azerbaijan 1994, ","Contract",216,2006,2009,1,0,0,"Turkish",0,"Republic of Azerbaijan","AZE","TUR"
"279",324,"ARB/06/15","Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V.","Republic of Azerbaijan","Concluded","Azpetrol Group B.V. (Dutch), Azpetrol International Holdings B.V. (Dutch), Azpetrol Oil Services Group B.V. (Dutch)","Award rendered on September 8, 2009.","August 30, 2006","","ECT (Energy Charter Treaty)",215,2006,2009,0,0,1,"Dutch",0,"Republic of Azerbaijan","AZE","NLD"
"280",325,"ARB/06/14","Shell Brands International AG and Shell Nicaragua S.A.","Republic of Nicaragua","Concluded","Shell Brands International AG (Swiss), Shell Nicaragua S.A. (Nicaraguan)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Secretary-General pursuant to ICSID Arbitration Rule 44 on March 12, 2007).","August 11, 2006","BIT Netherlands - Nicaragua 2000","",214,2006,2007,1,0,0,"Switzerland",0,"Republic of Nicaragua","NIC","CHE"
"281",326,"ARB/06/13","Aguaytia Energy, LLC","Republic of Peru","Concluded","Aguaytia Energy,  LLC  (U.S.)","Award rendered on December 11, 2008.","July 17, 2006","","Contract",213,2006,2008,0,0,1,"U.S.",0,"Republic of Peru","PER","USA"
"282",327,"ARB/06/12","Scancem International ANS","Republic of Congo","Concluded","Scancem International ANS  (Norwegian)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Acting Secretary-General on July 10, 2008 pursuant to ICSID Arbitration Rule 44).","July 17, 2006","","Contract",212,2006,2008,0,0,1,"Norwegian",0,"Republic of Congo","COG","NOR"
"283",328,"ARB/06/11","Occidental Petroleum Corporation and Occidental Exploration and Production Company","Republic of Ecuador","Pending","Occidental Exploration and Production Company  (U.S.), Occidental Petroleum Corporation (U.S.)","Award rendered on October 5, 2012; attached to the award is a dissenting opinion by one of the arbitrators. ","July 13, 2006","BIT Ecuador - United States of America 1993, ","Contract",211,2006,2012,1,0,0,"U.S.",0,"Republic of Ecuador","ECU","USA"
"284",329,"ARB/06/10","Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd.","People's Republic of Bangladesh","Concluded","Chevron Bangladesh Block Twelve,  Ltd. (British), Chevron Bangladesh Blocks Thirteen and Fourteen,  Ltd. (British)","Award rendered on May 17, 2010","June 30, 2006","","Contract",210,2006,2010,0,0,1,"British",0,"People's Republic of Bangladesh","BGD","GBR"
"285",330,"ARB/06/9","Branimir Mensik","Slovak Republic","Concluded","Branimir Mensik  (Swiss)","The Tribunal issues an order for the discontinuance of the proceeding on December 9, 2008, for lack of payment of advances, pursuant to Regulation 14(3)(d) of the ICSID Administrative and Financial Regulations.","May 10, 2006","BIT Switzerland - Czech Republic 1990","",209,2006,2008,1,0,0,"Switzerland",0,"Slovak Republic","SVK","CHE"
"286",332,"ARB(AF)/06/1","Sistem Muhendislik Insaat Sanayi ve Ticaret A.S.","Kyrgyz Republic","Concluded","Sistem Muhendislik Insaat Sanayi ve Ticaret A.S.  (Turkish)","Award rendered on September 9, 2009 ","April 12, 2006","BIT Kyrgyz Republic - Turkey 1992, ","Investment Law - Kyrgyz Republic (2003)",207,2006,2009,1,0,0,"Turkish",0,"Kyrgyz Republic","KGZ","TUR"
"287",333,"ARB/06/7","Togo Electricité and GDF-Suez Energie Services","Republic of Togo","Concluded","GDF-Suez Energie Services (French), Togo Electricité (Togolese)","The Tribunal renders its award on August 10, 2010.","April 10, 2006","","Contract",206,2006,2010,0,0,1,"French",0,"Republic of Togo","TGO","FRA"
"288",334,"ARB/06/6","Rail World LLC and others","Republic of Estonia","Concluded","EEIF Rail BV (Dutch), Railroad Development Corporation (U.S.), Rail World Estonia LLC (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on February 5, 2007 pursuant to Arbitration Rule 43(1)).","April 5, 2006","BIT Netherlands - Estonia 1992, BIT United States of America - Estonia 1994","",205,2006,2007,1,0,0,"Dutch",0,"Republic of Estonia","EST","NLD"
"289",334,"ARB/06/6","Rail World LLC and others","Republic of Estonia","Concluded","EEIF Rail BV (Dutch), Railroad Development Corporation (U.S.), Rail World Estonia LLC (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on February 5, 2007 pursuant to Arbitration Rule 43(1)).","April 5, 2006","BIT Netherlands - Estonia 1992, BIT United States of America - Estonia 1994","",205,2006,2007,1,0,0,"U.S.",0,"Republic of Estonia","EST","USA"
"290",335,"ARB/06/5","Phoenix Action Ltd","Czech Republic","Concluded","Phoenix Action Ltd. (Israeli)","Award rendered on April 15, 2009.","March 23, 2006","BIT Israel - Czech Republic 1997","",204,2006,2009,1,0,0,"Israeli",0,"Czech Republic","CZE","ISR"
"291",336,"ARB/06/4","Vestey Group Ltd","Bolivarian Republic of Venezuela","Pending","Vestey Group Ltd  (British)","","March 14, 2006","BIT Venezuela,  Republica Bolivariana de - United Kingdom of Great Britain and Northern Ireland 1995, ","Investment Law - Venezuela (1999)",203,2006,NA,1,0,0,"British",0,"Bolivarian Republic of Venezuela","VEN","GBR"
"292",337,"ARB/06/3","The Rompetrol Group N.V.","Romania","Concluded","The Rompetrol Group N.V.  (Dutch)","Award rendered on May 6, 2013.","February 14, 2006","BIT Romania - Netherlands 1994","",202,2006,2013,1,0,0,"Dutch",0,"Romania","ROM","NLD"
"293",338,"ARB/06/2","Quiborax S.A. and Non-Metallic Minerals S.A.","Plurinational State of Bolivia","Pending","Allan Fosk (Chilean), Non-Metallic Minerals S.A. (Bolivian), Quiborax S.A. (Chilean)","","February 6, 2006","BIT Bolivia - Chile 1994","",201,2006,NA,1,0,0,"Chilean",0,"Plurinational State of Bolivia","BOL","CHL"
"294",339,"ARB/06/1","Spyridon Roussalis","Romania","Concluded","Spyridon Roussalis  (Greek)","The Tribunal renders its award on December 7, 2011; attached to the award is a separate opinion by arbitrator W. Michael Reisman.","January 10, 2006","BIT Greece - Romania 1997","",200,2006,2011,1,0,0,"Greek",0,"Romania","ROM","GRC"
"295",340,"ARB/05/24","Hrvatska Elektroprivreda d.d.","Republic of Slovenia","Pending","Hrvatska Elektroprivreda d.d.  (Croatian)","","December 28, 2005","","ECT (Energy Charter Treaty)",199,2005,NA,0,0,1,"Croatian",0,"Republic of Slovenia","SVN","HRV"
"296",341,"ARB/05/23","Ares International S.r.l. and MetalGeo S.r.l.","Georgia","Concluded","Ares International S.r.l. (Italian), MetalGeo S.r.l. (Italian)","Award rendered on February 28, 2008.","November 9, 2005","BIT Georgia - Italy 1997","",198,2005,2008,1,0,0,"Italian",0,"Georgia","GEO","ITA"
"297",342,"ARB/05/22","Biwater Gauff (Tanzania) Limited","United Republic of Tanzania","Concluded","Biwater Gauff (Tanzania) Limited (British)","Award rendered on July 24, 2008; attached to the award is a concurring and dissenting opinion by one of the arbitrators.","November 2, 2005","BIT United Kingdom of Great Britain and Northern Ireland - Tanzania 1994, ","Investment Law - TANZANIA (1997)",197,2005,2008,1,0,0,"British",0,"United Republic of Tanzania","TZA","GBR"
"298",343,"ARB/05/21","African Holding Company of America, Inc. and Société Africaine de Construction au Congo S.A.R.L.","Democratic Republic of the Congo","Concluded","African Holding Company of America,  Inc. (U.S.),  Société Africaine de Construction au Congo S.A.R.L. (Congolese (D.R.))","Award rendered on July 29, 2008; attached to the award is a dissenting opinion by one of the arbitrators.","October 27, 2005","BIT Zaire - United States of America 1984","",196,2005,2008,1,0,0,"U.S.",0,"Democratic Republic of the Congo","ZAR","USA"
"299",344,"ARB/05/20","Ioan Micula, Viorel Micula and others","Romania","Pending","Ioan Micula (Swedish), S.C. European Food S.A. (Romanian), S.C. Multipack S.R.L. (Romanian), S.C. Starmill S.R.L. (Romanian), Viorel Micula (Swedish)","The Tribunal renders its award on December 11, 2013; attached to the award is a separate opinion by arbitrator Georges Abi-Saab.","October 13, 2005","BIT Sweden - Romania 2002","",195,2005,2013,1,0,0,"Swedish",0,"Romania","ROM","SWE"
"300",345,"ARB/05/19","Helnan International Hotels A/S","Arab Republic of Egypt","Concluded","Helnan International Hotels A/S  (Danish)","Award rendered on July 3, 2008.","October 5, 2005","BIT Denmark - Egypt,  Arab Republic of 1999","",194,2005,2008,1,0,0,"Danish",0,"Arab Republic of Egypt","EGY","DNK"
"301",346,"ARB/05/18","Ioannis Kardassopoulos","Georgia","Concluded","Ioannis Kardassopoulos  (Greek)","Award rendered on March 3, 2010.","October 3, 2005","BIT Greece - Georgia 1994, ","ECT (Energy Charter Treaty)",193,2005,2010,1,0,0,"Greek",0,"Georgia","GEO","GRC"
"302",348,"ARB(AF)/05/2","Cargill, Incorporated","United Mexican States","Concluded","Cargill,  Incorporated  (U.S.)","Award rendered on September 18, 2009.","August 30, 2005","","NAFTA (North American Free Trade Agreement)",191,2005,2009,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"303",349,"ARB/05/16","Rumeli Telekom A.S. and Telsim Mobil Telekomunikasyon Hizmetleri A.S.","Republic of Kazakhstan","Concluded","Rumeli Telekom A.S. (Turkish), Telsim Mobil Telekomunikasyon Hizmetleri A.S.  (Turkish)","Award rendered on July 29, 2008.","August 30, 2005","BIT Turkey - Kazakhstan 1992, ","Investment Law - Kazakhstan (1994)",190,2005,2008,1,0,0,"Turkish",0,"Republic of Kazakhstan","KAZ","TUR"
"304",351,"ARB/05/15","Waguih Elie George Siag and Clorinda Vecchi","Arab Republic of Egypt","Concluded","Clorinda Vecchi  (Italian), Waguih Elie George Siag (Italian)","Award rendered on June 1, 2009; attached to the award is a dissenting opinion by one of the arbitrators.","August 5, 2005","BIT Egypt,  Arab Republic of - Italy 1989","",188,2005,2009,1,0,0,"Italian",0,"Arab Republic of Egypt","EGY","ITA"
"305",352,"ARB/05/13","EDF (Services) Limited","Romania","Concluded","EDF (Services) Limited  (British)","Award rendered on October 8, 2009; attached to the Award is a Dissenting Opinion by one of the arbitrators.","July 29, 2005","BIT United Kingdom of Great Britain and Northern Ireland - Romania 1995","",187,2005,2009,1,0,0,"British",0,"Romania","ROM","GBR"
"306",353,"ARB/05/12","Noble Energy Inc. and MachalaPower Cía. Ltd.","Republic of Ecuador and Consejo Nacional de Electricidad","Concluded","MachalaPower Cía. Ltd. (British), Noble Energy Inc. (British)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on May 20, 2009 pursuant to Arbitration Rule 43(1). ","July 29, 2005","BIT Ecuador - United States of America 1993, ","Contract",186,2005,2009,1,0,0,"British",0,"Ecuador","ECU","GBR"
"307",354,"ARB(AF)/05/1","Bayview Irrigation District and others","United Mexican States","Concluded","Bayview Irrigation District #11 (U.S.), Arthur E. Beckwith (U.S.), Bownsville Irrigation District (U.S.), Luther Bradford (U.S.), Cameron County Irrigation District #2 (U.S.), Cameron County Irrigation District #6 (U.S.), Capote Farms,  Ltd. (formerly Capote Farms,  Inc.) (U.S.), Delta Lake Irrigation District (U.S.), Donna Irrigation District Hidalgo County #1 (U.S.), Richard Drawe (U.S.), Electric Gin Company of San Benito (U.S.), Odus D. Emery Jr. (U.S.), Engelman Irrigation District (U.S.), Estate of E.F. Davis Jr. (U.S.), Willard Fike (U.S.), Fike Farms (U.S.), Fuller Farms (U.S.), Hidalgo & Cameron County Irrigation District #9 (U.S.), Hidalgo County Irrigation District #1 (U.S.), Hidalgo County Irrigation District #2 (U.S.)","Award rendered on June 19, 2007.","July 1, 2005","","NAFTA (North American Free Trade Agreement)",185,2005,2007,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"308",357,"ARB/05/9","Empresa Eléctrica del Ecuador, Inc. (EMELEC)","Republic of Ecuador","Concluded","Empresa Eléctrica del Ecuador,  Inc. (EMELEC)  (U.S.)","Award rendered on June 2, 2009.","May 26, 2005","BIT Ecuador - United States of America 1993","",182,2005,2009,1,0,0,"U.S.",0,"Republic of Ecuador","ECU","USA"
"309",359,"ARB/05/8","Parkerings-Compagniet AS","Republic of Lithuania","Concluded","Parkerings-Compagniet AS (Norwegian)","Award rendered on September 11, 2007.","May 16, 2005","BIT Lithuania - Norway 1992","",180,2005,2007,1,0,0,"Norwegian",0,"Republic of Lithuania","LTU","NOR"
"310",360,"ARB/05/7","Saipem S.p.A.","People's Republic of Bangladesh","Concluded","Saipem S.p.A.  (Italian)","Award rendered on June 30, 2009.","April 25, 2005","BIT Bangladesh - Italy 1990","",179,2005,2009,1,0,0,"Italian",0,"People's Republic of Bangladesh","BGD","ITA"
"311",361,"ARB/05/6","Bernardus Henricus Funnekotter and others","Republic of Zimbabwe","Concluded","Lion Hellmut Benjamins (Dutch), Dicky Roelanda Breytenbach (Dutch), Carel Frederik des Tombe (Dutch), Romelia Gwendolyn Fisher (Dutch), Bernardus Henricus Funnekotter (Dutch), Erica Hansen (Dutch), Hermannes van Duren (Junior) (Dutch), Margareta van Duren (Dutch), Max Willem Arthur Graaf van Rechteren Limpurg (Dutch), Rolf Jan Philip Walraven (Dutch), Johan Pieter Weller (Dutch), Loekie Weller (Dutch), Wessel Johannes Weller (Dutch)","Award rendered on April 22, 2009.","April 15, 2005","BIT Netherlands - Zimbabwe 1996","",178,2005,2009,1,0,0,"Dutch",0,"Republic of Zimbabwe","ZWE","NLD"
"312",363,"ARB/05/4","I&I Beheer B.V.","Bolivarian Republic of Venezuela","Concluded","I & I Beheer B.V. (Dutch)","Proceeding discontinued (Order taking note of the discontinuance issued by the Tribunal on December 28, 2007 in accordance with Article 44 of the ICSID Convention).","April 6, 2005","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991, ","Investment Law - Venezuela (1999)",176,2005,2007,1,0,0,"Dutch",0,"Bolivarian Republic of Venezuela","VEN","NLD"
"313",364,"ARB/05/3","LESI, S.p.A. and Astaldi, S.p.A.","People's Democratic Republic of Algeria","Concluded","Astaldi,  S.p.A.  (Italian), LESI,  S.p.A. (Italian)","Award rendered on November 12, 2008. ","March 18, 2005","BIT Algeria - Italy 1991","",175,2005,2008,1,0,0,"Italian",0,"People's Democratic Republic of Algeria","DZA","ITA"
"314",365,"ARB/05/2","Compañía General de Electricidad S.A. and CGE Argentina S.A.","Argentine Republic","Concluded","CGE Argentina S.A.  (Chilean), Compañía General de Electricidad S.A.  (Chilean)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on July 28, 2009).","February 4, 2005","BIT Chile - Argentina 1991","",174,2005,2009,1,0,0,"Chilean",0,"Argentine Republic","ARG","CHL"
"315",366,"ARB/05/1","Daimler Financial Services AG","Argentine Republic","Concluded","Daimler Financial Services AG (German), DaimlerChrysler Services AG (German)","The Tribunal renders its award; attached to the award is a dissenting opinion by arbitrator Charles N. Brower and a separate opinion by arbitrator Domingo Bello Janeiro.","January 14, 2005","BIT Germany - Argentina 1991","",173,2005,NA,1,0,0,"German",0,"Argentine Republic","ARG","DEU"
